,customer_id,recommendation
382,432,"[169, 72, 73, 74, 75, 751, 387, 462, 739, 353]"
383,433,"[99, 184, 296, 16, 353, 724, 361, 275, 362, 145]"
384,434,"[382, 944, 830, 929, 590, 839, 328, 69, 294, 229]"
385,435,"[740, 573, 366, 415, 323, 744, 382, 811, 882, 166]"
386,436,"[452, 766, 806, 591]"
387,437,"[35, 167, 617, 171, 174, 591, 623, 724, 725, 126]"
388,438,"[433, 179, 126, 181, 834, 83, 732, 586, 395, 199]"
389,439,"[109, 220, 221, 222, 223, 642, 230, 914, 915, 725]"
390,441,"[827, 890, 534, 320, 883, 868, 723, 207, 241, 250]"
391,442,"[687, 648, 127, 41, 568, 21, 767, 833, 890, 267]"
392,444,"[597, 208, 494, 634, 100, 337, 189, 830, 543, 641]"
393,446,"[38, 454, 35, 716, 288, 287, 576, 913, 52, 455]"
394,447,"[67, 390, 466, 467, 469, 470]"
395,448,"[471, 166, 381, 239, 2, 510, 357, 538, 581, 171]"
396,449,"[825, 143, 402, 829, 262, 134, 137, 156, 227, 743]"
397,450,"[793, 210, 120, 410, 326, 126, 13, 382, 638, 144]"
398,451,"[44, 564, 176, 503, 593, 143, 144, 504, 560, 41]"
399,452,"[69, 82, 707, 214, 254, 315, 322, 101, 847, 267]"
400,453,"[509, 812, 57, 211, 212, 213, 382, 292, 712, 465]"
401,454,"[191, 141, 193, 630, 277, 509, 143, 275, 504, 638]"
402,455,"[40, 474, 90, 576, 578, 581, 230, 106, 304, 930]"
403,456,"[350, 206, 33, 246, 559, 332, 562, 157, 52, 535]"
404,457,"[704, 645, 144, 528, 604, 509, 766, 800, 1, 449]"
405,458,"[294, 591, 766, 806, 967, 448, 0, 384, 451, 413]"
406,459,"[52, 723, 509, 310, 581, 317, 2, 736, 475, 472]"
407,460,"[0, 623, 771, 127, 509, 448, 384, 451, 413, 447]"
408,461,"[85, 99, 210, 380, 223, 152, 415, 324, 45, 260]"
409,462,"[194, 310, 69, 176, 160, 357, 358, 359, 360, 212]"
410,463,"[889, 346, 496, 353, 361, 790, 45, 657, 658, 660]"
411,464,"[560, 899, 765, 145, 328, 57, 928, 385, 466, 499]"
412,465,"[321, 475, 590, 897, 101, 676, 313, 246, 317, 642]"
413,466,"[139, 687, 689, 690, 369, 152, 506, 31, 547, 644]"
414,467,"[68, 99, 296, 2, 462, 145, 295, 179, 157, 366]"
415,468,"[166, 350, 724, 579, 484, 307, 349, 196, 529, 199]"
416,469,"[99, 496, 361, 790, 111, 416, 769, 581, 621, 660]"
417,470,"[898, 899, 557, 782, 654, 726, 857, 412, 192, 407]"
418,471,"[126, 106, 471, 825, 773, 743, 224, 225, 226, 228]"
419,472,"[776, 189, 416, 457, 495, 222, 8, 436, 752, 753]"
420,474,"[388, 246, 628, 44, 359, 474, 55, 76, 821, 564]"
421,475,"[272, 426, 469, 63, 128, 33, 585, 586, 587, 588]"
422,476,"[66, 391, 648, 81, 564, 504, 261, 262, 264, 265]"
423,477,"[390, 200, 403, 596, 85, 119, 152, 330, 845, 230]"
424,478,"[719, 110, 320, 497, 709, 112, 881, 792, 748, 347]"
425,480,"[416, 676, 10, 6, 7, 265, 882, 225, 546, 279]"
426,481,"[304, 564, 796, 21, 675, 238, 714, 508, 210, 382]"
427,483,"[776, 337, 830, 543, 187, 235, 806, 436, 63, 265]"
428,484,"[82, 246, 344, 65, 345, 540, 541, 144, 628, 630]"
429,485,"[640, 821, 398, 144, 630, 343, 322, 859, 326, 890]"
430,486,"[117, 938, 160, 923, 765, 428, 18, 219, 669, 410]"
431,487,"[612, 528, 610, 613, 678, 201, 10, 436, 376, 800]"
432,488,"[624, 430, 42, 878, 911, 71, 519, 233, 778, 206]"
433,489,"[104, 858, 602, 443, 93, 322, 470, 326, 890]"
434,491,"[126, 121, 29, 124, 463, 61, 82, 169, 71, 16]"
435,493,"[322, 67, 628, 436, 565, 620, 326, 68, 259, 469]"
436,494,"[426, 61, 294, 427, 429, 334, 431, 648, 608, 609]"
437,495,"[930, 266, 701, 810, 811, 492, 813, 366, 400, 297]"
438,496,"[106, 227, 945, 283, 453, 275, 611, 321, 815, 506]"
439,497,"[99, 614, 364, 283, 105, 483, 208, 74, 101, 835]"
440,498,"[145, 643, 124, 618, 149, 909, 302, 656, 565, 407]"
441,499,"[345, 392, 343, 668, 246, 367, 573, 388, 360, 126]"
442,502,"[134, 349, 58, 348, 72, 130, 744, 557, 257, 644]"
443,509,"[773, 132, 184, 466, 227, 743, 162, 940, 142, 833]"
444,511,"[722, 105, 783, 89, 18, 91, 92, 57, 604, 605]"
445,514,"[723, 407, 347, 228, 886, 550, 289, 475, 317, 246]"
446,520,"[451, 804, 425, 179, 71, 509, 477, 433, 85, 407]"
447,521,"[345, 65, 343, 751, 387, 462, 71, 109, 219, 221]"
