,customer_id,recommendation
387,462,"[55, 174, 269, 160, 4, 51, 300, 301, 129, 573]"
388,463,"[450, 320, 747, 687, 33, 137, 603, 604, 606, 607]"
389,464,"[510, 130, 391, 714, 42, 283, 288, 57, 289, 715]"
390,465,"[26, 105, 280, 539, 857, 482, 694, 679, 272, 738]"
391,466,"[137, 463, 124, 310, 635, 636, 256, 257, 194, 163]"
392,467,"[54, 50, 130, 696, 561, 32, 467, 223, 325, 115]"
393,468,"[307, 439, 306, 477, 141, 1, 802, 523, 374, 760]"
394,469,"[418, 551, 320, 450, 747, 96, 719, 336, 531, 372]"
395,470,"[640, 32, 514, 869, 230, 330, 684, 398, 559, 16]"
396,471,"[424, 91, 648, 724, 781, 694, 69, 502, 122, 791]"
397,472,"[729, 552, 449, 394, 761, 83, 84, 60, 86, 87]"
398,474,"[344, 32, 777, 89, 521, 352, 353, 345, 346, 347]"
399,475,[]
400,476,"[514, 67, 461, 591, 592, 52, 347, 224, 225, 163]"
401,477,"[649, 531, 545, 358, 104, 137, 565, 346, 687, 317]"
402,478,"[546, 454, 700, 749, 304, 911, 842, 827, 279, 138]"
403,480,"[228, 274, 887, 505, 122, 249, 414, 173, 21, 44]"
404,481,"[514, 27, 30, 18, 465, 663, 729, 582, 560, 88]"
405,483,"[141, 497, 391, 355, 45, 149, 238, 84, 60, 86]"
406,484,"[575, 211, 192, 584, 68, 494, 51, 300, 301, 129]"
407,485,"[777, 192, 865, 362, 517, 419, 420, 421, 422, 53]"
408,486,"[857, 277, 365, 57, 585, 102, 280, 539, 450, 580]"
409,487,"[507, 355, 807, 438, 535, 27, 351, 481, 450, 7]"
410,488,"[224, 225, 226, 163, 227, 228, 203, 15, 129, 514]"
411,489,"[89, 814, 423, 656, 849, 691, 281, 285]"
412,491,"[106, 111, 109, 275, 821, 13, 77, 94, 872, 588]"
413,493,"[394, 849, 53, 412, 281, 40, 476, 285, 105, 723]"
414,494,"[560, 520, 559, 385, 386, 387, 388, 294, 10, 255]"
415,495,"[506, 47, 514, 385, 386, 387, 388, 294, 10, 255]"
416,496,"[425, 91, 412, 671, 771, 680, 533, 760, 759, 909]"
417,497,"[84, 85, 263, 792, 47, 438, 186, 454, 867, 108]"
418,498,"[130, 134, 426, 16, 562, 563, 564, 222, 345, 576]"
419,499,"[301, 348, 326, 99, 723, 734, 347, 58, 151, 113]"
