,customer_id,recommendation
388,463,"[100, 620, 99, 23, 92, 155, 14, 465, 315, 93]"
389,464,"[903, 313, 719, 518, 891, 510, 863, 289, 881, 286]"
390,465,"[272, 266, 271, 273, 278, 539, 892, 98, 75, 48]"
391,466,"[253, 254, 256, 163, 2, 251, 255, 257, 141]"
392,467,"[250, 254, 773, 166, 666, 871, 379, 693, 695, 54]"
393,468,"[439, 475, 307, 469, 470, 471, 473, 921, 435, 442]"
394,469,"[548, 685, 439, 606, 866, 638, 146, 468, 566, 443]"
395,470,"[869, 675, 330, 398, 208, 858, 701, 640, 198, 559]"
396,471,"[424, 781, 725, 955, 41, 810, 847, 791, 860, 120]"
397,472,"[918, 705, 707, 363, 577, 579, 549, 500, 453, 592]"
398,474,"[350, 344, 349, 740, 743, 863, 777, 843, 844, 519]"
399,475,"[266, 271, 273, 278, 280, 98, 75, 269, 534, 216]"
400,476,"[733, 592, 176, 17, 530, 407, 591, 347, 311, 212]"
401,477,"[565, 195, 358, 104, 918, 199, 528, 290, 869, 539]"
402,478,"[911, 774, 95, 668, 565, 670, 749, 700, 773, 180]"
403,480,"[274, 6, 7, 931, 932, 934, 811, 887, 892, 894]"
404,481,"[869, 556, 336, 343, 716, 28, 330, 557, 398, 208]"
405,483,"[549, 30, 169, 453, 950, 390, 392, 556, 82, 929]"
406,484,"[266, 271, 273, 278, 98, 75, 280, 802, 296, 267]"
407,485,"[865, 793, 445, 574, 609, 517, 783, 419, 420, 624]"
408,486,"[412, 733, 430, 22, 793, 272, 277, 266, 271, 273]"
409,487,"[596, 599, 807, 595, 582, 600, 90, 507, 355, 438]"
410,488,"[645, 518, 843, 844, 519, 224, 227, 933, 8, 813]"
411,489,"[814, 656, 849, 691, 89, 281]"
412,491,"[106, 896, 654, 753, 217, 207, 109, 14, 706, 645]"
413,493,"[404, 405, 935, 820, 475, 445, 811, 693, 695, 395]"
414,494,"[388, 166, 296, 383, 387, 389, 556, 661, 10, 802]"
415,495,"[387, 389, 383, 10, 631, 518, 390, 392, 863, 630]"
416,496,"[425, 516, 938, 597, 790, 920, 227, 948, 949, 610]"
417,497,"[867, 359, 587, 79, 792, 258, 90, 242, 47]"
418,498,"[140, 131, 139, 136, 138, 345, 291, 333, 899, 900]"
419,499,"[63, 64, 168, 577, 579, 719, 66, 722, 724, 474]"
